812.3076782226562,811.098876953125,813.91943359375,828.02197265625
796.1904907226562,811.5018310546875,806.6666870117188,813.113525390625
810.6959838867188,814.7252807617188,809.89013671875,819.1575317382812
827.2161254882812,810.2930297851562,809.084228515625,831.2454223632812
815.1282348632812,806.6666870117188,800.2197875976562,823.1868286132812
805.054931640625,809.4871826171875,800.6226806640625,819.96337890625
793.7728881835938,811.90478515625,800.2197875976562,799.010986328125
805.8607788085938,813.91943359375,799.010986328125,796.5933837890625
826.00732421875,809.4871826171875,805.054931640625,819.1575317382812
819.96337890625,803.040283203125,802.2344360351562,813.91943359375
811.90478515625,803.8461303710938,797.3992919921875,807.069580078125
805.4578857421875,804.6520385742188,803.040283203125,808.2783813476562
815.93408203125,804.6520385742188,809.4871826171875,819.5604248046875
825.6043701171875,805.4578857421875,812.7106323242188,824.3956298828125
823.5897216796875,798.2051391601562,811.5018310546875,826.00732421875
821.5750732421875,788.1318969726562,807.87548828125,830.4395751953125
810.6959838867188,790.952392578125,810.6959838867188,811.90478515625
820.3662719726562,800.6226806640625,819.1575317382812,813.91943359375
828.4249267578125,804.2490844726562,816.3369750976562,827.6190185546875
825.2014770507812,803.8461303710938,815.5311279296875,827.6190185546875
825.2014770507812,800.2197875976562,823.1868286132812,830.03662109375
814.3223266601562,795.7875366210938,820.7692260742188,817.5457763671875
815.1282348632812,798.6080322265625,817.5457763671875,809.084228515625
819.1575317382812,799.010986328125,813.113525390625,807.4725341796875
818.7545776367188,796.996337890625,809.4871826171875,808.2783813476562
819.5604248046875,803.4432373046875,809.084228515625,814.3223266601562
795.7875366210938,818.3516235351562,808.2783813476562,790.5494384765625
787.7289428710938,815.1282348632812,805.8607788085938,773.2234497070312
817.94873046875,797.8021850585938,813.5164794921875,803.8461303710938
824.7985229492188,797.8021850585938,818.3516235351562,816.3369750976562
809.4871826171875,805.8607788085938,810.2930297851562,799.8168334960938
798.2051391601562,815.93408203125,807.069580078125,789.7435913085938
808.6813354492188,814.7252807617188,812.7106323242188,790.1465454101562
820.7692260742188,812.3076782226562,818.7545776367188,806.6666870117188
820.3662719726562,812.3076782226562,815.1282348632812,815.5311279296875
819.5604248046875,815.93408203125,814.3223266601562,824.7985229492188
809.084228515625,815.5311279296875,812.7106323242188,819.96337890625
810.6959838867188,808.2783813476562,815.1282348632812,808.6813354492188
835.2747192382812,813.5164794921875,819.96337890625,832.4542236328125
837.2893676757812,819.5604248046875,818.3516235351562,839.7069702148438
825.2014770507812,817.1428833007812,819.1575317382812,835.2747192382812
813.113525390625,807.87548828125,813.91943359375,832.4542236328125
811.90478515625,803.040283203125,811.098876953125,823.99267578125
824.7985229492188,802.2344360351562,815.93408203125,830.4395751953125
840.10986328125,806.6666870117188,821.97802734375,845.3479614257812
821.1721801757812,811.5018310546875,823.5897216796875,832.4542236328125
804.2490844726562,814.3223266601562,822.7838745117188,821.1721801757812
821.97802734375,813.91943359375,826.8131713867188,826.00732421875
826.4102783203125,797.8021850585938,818.3516235351562,817.94873046875
832.4542236328125,805.054931640625,812.3076782226562,814.3223266601562
829.6337280273438,814.3223266601562,817.1428833007812,812.7106323242188
807.87548828125,803.8461303710938,814.7252807617188,805.054931640625
805.054931640625,798.6080322265625,809.89013671875,794.5787353515625
820.3662719726562,804.2490844726562,808.2783813476562,791.3552856445312
817.94873046875,808.6813354492188,807.069580078125,782.893798828125
805.8607788085938,801.4285888671875,805.054931640625,784.1025390625
810.2930297851562,801.4285888671875,809.89013671875,801.025634765625
802.6373901367188,812.7106323242188,812.7106323242188,785.7142944335938
815.1282348632812,828.02197265625,814.7252807617188,787.3259887695312
828.8278198242188,813.91943359375,815.1282348632812,801.4285888671875
819.5604248046875,790.1465454101562,807.87548828125,800.2197875976562
811.90478515625,794.1758422851562,805.4578857421875,798.6080322265625
802.2344360351562,803.8461303710938,799.010986328125,778.4615478515625
815.5311279296875,804.6520385742188,801.4285888671875,790.5494384765625
829.2307739257812,801.8314819335938,809.4871826171875,811.5018310546875
823.5897216796875,804.2490844726562,807.069580078125,816.7399291992188
805.054931640625,800.2197875976562,804.2490844726562,809.89013671875
799.8168334960938,810.2930297851562,807.4725341796875,805.4578857421875
819.96337890625,804.6520385742188,813.91943359375,819.96337890625
829.2307739257812,788.5347900390625,819.5604248046875,828.4249267578125
821.97802734375,805.8607788085938,820.3662719726562,824.3956298828125
811.90478515625,811.098876953125,819.96337890625,821.97802734375
